placement,team_name,country_code,score
331,Martingale,IN,100947.44
332,BitBites,CH,100942.69
333,SydneyTrainsIsBadTrust,AU,100921.69
334,MercurysLittleBrother,CH,100913.41
335,BaggerLab,KR,100902.5
336,Hakuna Matata,IN,100901.34
337,SuperVerse,GB,100897.44
338,Precision Traders,IN,100897.41
339,AAAAaaAAAA,US,100895.72
340,High Friction Toes,PL,100894.34
341,ExitLiquidity,NL,100886.38
342,Prosperity0,AU,100885.44
343,Boba man,US,100872.64
344,Yuzzination,US,100868.44
345,Common Investments,GB,100847.84
346,4sigma,DE,100839.69
347,Wo_de_dao_dun,US,100839.14
348,OnlyMe,US,100820.44
349,LLBEAN,US,100790.47
350,OG-Traders,DE,100788.41
351,Ascend Alpha,IN,100786.41
352,GeniusY,CN,100782.22
353,InQuantsWeTrust,US,100774.44
354,Camelot_007,GB,100761.69
355,Wave,US,100761.42
356,beachedas,AU,100758.44
357,prosperity hope,IN,100748.94
358,My_Planet4,GB,100731.53
359,Arywqn,US,100725.69
360,Jobless101,IN,100723.69
361,Margin of Terror,US,100719.97
362,Inverse CDF,US,100715.88
363,SPL,US,100712.69
364,Cox-Zucker machine,NL,100707.44
365,teamuw,CA,100705.81
366,Patu Securities,IT,100702.94
367,Lollipop Trading,ES,100698.56
368,Dumbledore Army,IN,100694.78
369,SlimeBallerz,CA,100688.75
370,RHS,GB,100688.06
371,Quant Ninja,US,100686.44
372,caringbah quant traders,AU,100664.16
373,Good study - Day up,DE,100640.64
374,Lions,US,100638.94
375,Capybara LLC,SG,100633.44
376,ringsofsaturn,US,100632.56
377,CU soon,KR,100626.69
378,Pommesdeterre,US,100625.44
379,issues xor skill,GB,100622.78
380,Fattails,US,100621.66
381,Orange Juice Enjoyers,US,100619.22
382,No Money No Problems,IN,100616.25
383,MarginCallers,AU,100610.19
384,piggassyinshamrock,US,100606.16
385,qUanTeDs,US,100597.69
386,IndefinitePossibilities,HK,100591.22
387,SeashellsInSpace,AU,100587.81
388,AkshatLightning,CA,100586.69
389,Unhinged Owl,IN,100584.69
390,Local MT Permutation,IN,100584.16
391,Cucumber,GB,100582.88
392,pa,US,100580.94
393,NYU Alpha Wolvez,US,100577.69
394,Pondu Warriors,IN,100575.83
395,kaching,CA,100572.44
396,Spaceonometrics,NL,100568.94
397,THE CHINDIAN,GB,100556
398,HighNumbers,IN,100550.45
399,daemons,IN,100542.41
400,Bluechip Billikens,US,100534.88
401,Y-FoRM,KR,100523.69
402,nahhh,GB,100523
403,Piggypiginablanket,US,100521.06
404,SALAMANCAS,IN,100518.44
405,MaxingTheCharacterLimit,CH,100513.38
406,Five Guys,US,100500.06
407,Trad3,GB,100495.45
408,machau facche,IN,100492.63
409,Homiefans,US,100490.06
410,Kleptocrat,NL,100483.16
411,rice munchers,US,100482.19
412,Supermartingales,FI,100481.88
413,aimpartnersuiuc,US,100480.44
414,GMI,US,100463.91
415,Solo Star,IN,100443.98
416,im not,NZ,100441.25
417,Greek Gods,IN,100436.91
418,8 Brazillian Bytes,US,100424.13
419,We need to pick one tho,GB,100417.44
420,Gargantua,IN,100412.44
421,Pine Street,US,100412.36
422,tax fraud,IN,100369.69
423,john_z11,US,100365.13
424,Lakergang FC,US,100355.69
425,BangarangaQuants,NL,100353.88
425,BogleSupremacist,US,100353.88
426,PrOZperity,AU,100349.25
427,Under Construction,IN,100347.64
428,Let Me Solo IMC,IN,100347.53
429,--,GB,100332.44
430,Cedi Arbitrage,US,100309.44
431,Last Dance,US,100273.88
432,Nash Equilibrium,IN,100273.16
433,Michigan Edge,US,100258.44
434,NMSL,NL,100245.69
435,Bojja-B,US,100240.11
436,GettingSwoleAtDaCrib,US,100238.69
437,AlphaFunders,GB,100237.69
438,Hugo Hanson,GB,100233.69
439,inception,US,100222.44
440,monkeys,US,100209.88
441,hope45,IN,100199.75
442,ALDC,AU,100198.38
443,eastern european quants,RU,100188.22
444,Qubital Trading,GB,100184.63
445,Cosmic minds,US,100180.88
446,CMU MSCF Team 1,US,100180.5
447,Sellestial Bodies,IN,100171.81
448,Black Bucks,IN,100163.94
449,PYRATES,ES,100163.16
450,the bum squad,AU,100160.89
451,prosperous,IN,100159.16
452,wowzers,AU,100140.81
453,BigRedRegression,US,100139.31
454,Arbitragers,IN,100135.69
455,CrimsonHz,IN,100133.81
456,Skill_issue,IN,100129.69
457,Farrers,ES,100114.69
458,bacca burrito,US,100105.25
459,Jacks HIGH,IN,100100.53
460,Kmalek,IR,100100.44
461,Arcadia,IT,100098.23
462,Luna,AU,100094.88
463,Teamx_7,IN,100088.97
464,VHP Capital,DE,100088.06
465,Claremont Quant Fund,US,100086.28
466,Goose Capital,US,100073.94
467,Arsenal,GB,100063.44
468,godspeed17776,IN,100052.78
469,Quan t Hold Us,IT,100041.5
470,cade and em,US,100032.91
471,larp larp sahuuur,US,100026.56
472,rare,US,100020.78
473,The Casuals,GB,100019.81
474,Archipelago Ventures,ID,100017.22
475,QQQ,HK,100015.22
476,Prosperous Ppls,IN,100010.16
476,Larptronauts,US,100010.16
477,tapisar,US,100005.81
478,Double-MasterTraders,IN,100001.69
479,Pocket Queens,US,100001.28
480,t for trading,IN,99999.44
481,volmaxxing,US,99998.28
482,three ngmis,US,99996.16
483,ALPHA3,CA,99996.06
484,Perihelion,NL,99994.75
485,0dte-theta-decay,US,99974.41
486,Pilani Research Capital,IN,99953
487,BLSY,AU,99950.5
488,QuantBro,ES,99938.69
489,Prime Signals,GB,99936.28
490,Experienced traders,US,99935.39
491,Shai hulud,US,99934.75
492,Gambling Addicts,IN,99929.56
493,leeoseerraW,ES,99921.69
493,GPB_Provisional,ES,99921.69
494,Solo Bolo,US,99920.69
495,Cali Cat,US,99919.44
496,Cornball Capital,SO,99912.09
497,sojao bachhon,IN,99900.69
498,Hapjeshoek,NL,99895.84
499,Alpha Singularity,GB,99893.81
500,yc_thirteen,US,99876.22
501,iluvcookie,AU,99873.75
502,Vamos a la playa,NL,99870.69
502,Cosmic Corey Cult,NL,99870.69
502,camel_case - ineligible,NL,99870.69
502,Galaxy traders,NL,99870.69
503,Beta Have Fun,IN,99867.44
504,sm1le,IN,99850.69
505,2000ge3000,CN,99848.36
506,Cool Cucumbers,AU,99846.14
507,Team Plankton,US,99842.31
508,Zero EV,GB,99828.91
509,Westbrick,US,99806.22
510,XCP,DE,99805.81
511,Curatorium of Secrets,IN,99803.06
512,Mystery Shack LLC,US,99799.5
513,galactic_random_walk,US,99787.78
514,Sopex,IN,99775.28
515,CHOAM,CN,99763.16
516,MP123,CN,99761.72
517,Markov Gold Chains,DE,99751.44
518,Curd Rice,IN,99750.72
519,Peter Hall Warriors,AU,99735.44
520,ExBks,CH,99734.59
521,Illyrian budalla,DE,99708.19
522,lesBass,FR,99705.31
523,Panini Maker,FR,99703.78
524,EgglesCake,IN,99699.44
525,Alpha__,IN,99697.42
526,VASS,US,99696.98
527,Australis,AU,99695.69
528,Alexass,IN,99695.44
529,Prosperity4,US,99689.69
530,Planck Horizon,NL,99688.53
531,Taiwan Number 1,US,99680.81
532,VolaLens,DE,99680.31
533,jaytau,IN,99673.44
534,Market_makers,US,99673.11
535,Cybernetic,NL,99670.94
536,RQR,AU,99653
537,Xogenous,FR,99649.88
538,Chewbacca,GB,99638.84
539,ProsperyTea,CH,99635.81
540,Pompom,NL,99628.25
541,Martingale Magic,US,99619.67
542,ONE CARD FACE DOWN PLZ,US,99618.13
543,SSCZ alpha,US,99617.38
544,Motor City Money,US,99603.8
545,ErfaErfa,US,99602.08
546,Navet,US,99598.38
547,Harry,GB,99598.09
548,mop,GB,99581.41
549,Discovery 91,IT,99572.31
550,Asymmetry Engine,DE,99565.47
551,OrbiTrade,US,99564.69
552,buy_higher_sell_high,IN,99548.41
553,I am Maximus,FR,99546.16
554,ORA,GB,99545.28
555,Four West,GB,99539.91
556,Apex1,US,99536.97
557,osf_dores,US,99536.94
558,CosmicBull,IN,99534.44
559,UC Davis Ice Hockey,US,99529.91
560,Margin Call Alpha,AU,99529.53
561,Gangnam Style,US,99528.88
562,Hestons Hitmen,IN,99520.44
563,Claudius,US,99518.94
564,Apex Traders,IN,99517.44
565,Pina Koala,HK,99512.69
566,Golden Model,CH,99506.63
567,Market Miners,US,99503.03
568,teamNameNotFound,IN,99492.44
569,Utopia,FR,99488.64
570,G00n Securities,US,99486.44
571,Geekhaven,IN,99480.81
572,Deep Dutch,NL,99472.69
573,Cosmic Arbitragers,NL,99466.44
573,Chrome,US,99466.44
574,CacheMeIfYouCan,GB,99466.22
575,DeltaNotNeutral,SG,99465.06
576,resonance,CH,99458.44
577,Jawas,FR,99457.25
578,SEBI,IN,99451.25
579,DragonArbitrage,US,99438.44
580,Prometheus,NL,99437.44
581,Reaching For The Stars,US,99436.58
582,Game Theorists,IN,99401.58
583,THU,TW,99389.25
584,ExMachina,NL,99388.84
585,Camel,IN,99385.16
586,HaiHai,SG,99384.13
587,Bos_Indica,IN,99381.23
588,NullProfit,FR,99379.84
589,Lololol,US,99377.5
590,Reeg,CN,99376.19
591,a song of ice and fire,KR,99362.72
592,OMI,GB,99356.38
593,RsR,IN,99353.59
594,prospevent,AU,99351.06
595,PnL maker,FR,99349.31
596,Mates Datos,ES,99344
597,BioNexus,IN,99337.59
598,Mahagathbandhan,IN,99337.28
599,StyrianKFU Quants,AT,99335.44
600,roadtochamp,US,99335.42
601,BagHolders,NZ,99335.19
602,CAGR paglus,IN,99331
603,claypotrice,CA,99328.53
604,QuantFire,FR,99321.44
605,Chunc,US,99318.69
606,Gamblr,IN,99311.53
607,Peeli Matthi 555,IN,99300.91
608,C-offe-plus_plus,PL,99296.69
609,AlgoMonster,GB,99293.25
610,Path of Progress,HK,99288.69
611,default team name,US,99285.69
612,QuarterKelly,HK,99282.69
613,Pr0sperous,IN,99277.94
614,NutFlush,US,99274.44
615,sh00t 4 the m00n,IN,99273.47
616,parhelion,US,99271.44
617,LittleSaintJamesIsland,SG,99271
618,The mice,GB,99269.53
619,Penguin,US,99265.44
620,Bocconi DS,IT,99257.91
621,_insider_trading,US,99256.69
622,BostonU Future Quants,US,99247.44
623,SparkleRise,US,99237.44
624,tropicalflavour,GB,99236.75
625,Dhurandhars,IN,99234.78
626,Overfit,US,99232.88
627,NovaSpirit,US,99226.91
628,StarHackers,IN,99222.38
629,Alpha Architects,IN,99218.84
630,Last_Stand,IN,99211.84
631,imaginedraggin,HK,99205.16
632,Queen Marika,IN,99202.25
633,Suboptimal but Steady,PL,99200.7
634,SeashellMaxxing,US,99200.56
635,Swift Traders,US,99200.31
636,bt_scenes,IN,99192.44
637,Marss Potato,IN,99191.34
638,StarStarStar,CN,99187.89
639,T-O-M,GB,99187.72
640,Amrtyu,US,99183.81
641,Physicsrose,IN,99183.44
642,-_-        -_-,IL,99178.94
643,The Silenceer,IT,99177.38
643,Singolare,IT,99177.38
644,The Strawberry Koalas,US,99173.69
645,Hailmary004,US,99166.44
646,Via Negativa,AU,99163.08
647,Here4TheVibes,US,99160.16
648,UCDCha,IE,99157.16
649,T1,US,99156.56
650,Gamma IQT,US,99144.91
651,DataAlgo,US,99143.63
652,AlgoLads,SK,99137.47
653,wyw,CA,99135.69
654,Photon Trading Group,US,99132.69
655,ChillTrading,PL,99129.19
656,Leverage Legends,CH,99118.81
657,QuartusPrime,CA,99113
658,Sun,AU,99112.69
659,ZeroAlpha,NL,99112.44
660,TheBigLevy,IT,99108.36
661,Tubercule,US,99106.44
662,Berlin Overfits,DE,99092.06
663,DMVs Finest,US,99082
664,Red Kings,HK,99079.25
665,NJATT,IN,99078.03
666,Connoisseur Technology,AU,99074.91
667,Atlas Trading,CA,99062.75
668,Early Investor,NL,99061.75
669,WeLikeMoney,IN,99052.44
670,EPFL Quant,CH,99051.44
671,Asdf,AU,99048.38
672,Negative Split,US,99045.13
673,human intelligence,CH,99044.38
674,Yangtze River Trading,US,99043.97
675,Anyways,GB,99043.44
676,taispmoicl,IN,99042.34
677,polkadot jerseys,NL,99040.69
678,RMK Partners,US,99039
679,TradingMonkey,US,99037.72
680,Interstellar,GB,99036.91
681,Bourbachi,US,99036.16
682,Thriller,BE,99035.69
683,kevin,US,99034.28
684,vikandco,US,99033.3
685,sn1per,AU,99032.41
686,VolumeShifters,NL,99025.84
687,hash Fx6,SG,99022.44
688,rberry,US,99018.69
689,Alvin Digital,BG,99017.88
690,Shove with junk,AU,99014.75
691,TycheBros,IN,99008.94
692,TIC Team 2,NL,99008.06
693,HEC,FR,99006.84
694,Band4Band,CH,99006.69
695,FELIS,CA,99005.34
696,Buzz Lightyear LLC,US,99004.84
697,The Bystanders,US,99001.44
698,Kyiv Pandas,UA,99000.69
699,6ix7evenSuited,US,98993.47
700,DaBaBanii,NL,98990.31
701,Shanibal,GB,98987.03
702,Crunch Rock,US,98981.47
703,EliteHackers,IN,98978.53
704,aunix47,IN,98977.91
705,Pietramelara,IT,98971.69
706,nooner,IN,98970.09
707,SAQ,GB,98968.03
708,TheVCs,RO,98965.22
709,elite 123,IN,98960.56
710,staraps,CH,98944.47
711,Polytraders,FR,98944.44
712,The Rho-an Empire,US,98944.25
713,Pierpoint CPS Desk,AU,98944.19
714,Bluebook,IN,98943.7
715,Areach,US,98940.3
716,Hanseatic League,DE,98937.69
717,Quantum Monkey,IN,98936.44
718,Lyon,FR,98935.44
719,Cor Caroli,DE,98932.31
720,Tuberosum,US,98929.44
721,TA,VN,98928.91
722,Lehman Brothers Interns,DE,98928.38
723,Best of the rest,IN,98925.44
724,FiveGoats,IN,98922.72
725,Peak_Traders,IN,98922.31
726,HP_Sauce,GB,98920.84
727,TFTG,AU,98920.53
728,Erimonometre,GB,98916.44
729,nEvermind,GB,98915.88
730,123gogogo,US,98910.75
731,Spice Traders,AU,98909.91
732,Minghui Li TT10,CN,98908.42
733,InsomniacOwl,IN,98905.91
734,CyberCapybara,TR,98905.16
735,AndromedaAlpha,US,98898.91
735,Straight Flush,US,98898.91
736,Esentai River Trading,HK,98892.88
737,THE CRAIG,US,98889.44
738,Legend_AJU,CN,98888.75
739,Spacetime,IN,98876.91
739,Cookies and Cream,DE,98876.91
739,NAC,CH,98876.91
740,team_nyanracingcat,RU,98873.19
741,plshireme,US,98870.84
742,Sith,IN,98869
743,CSBMM,US,98867.91
743,Zero Bugs Given,NL,98867.91
744,Qi E,US,98866.98
745,Space Pandas,US,98865.91
745,OP People,IN,98865.91
746,Beam,US,98864.16
747,Bum Coders,JP,98846.16
748,Risk-Seeking Investor,US,98831.22
749,JBAC Strategy Foundry,FR,98826.94
750,Four Rings,US,98824.44
751,LB Traders,IN,98820.69
752,Palante,BE,98817.91
753,idk the name,CA,98801.94
754,PremiumAlpha,US,98795.91
755,Cartel Business School,US,98789.42
756,Harsh Raj,IN,98787.63
757,pennyfisher,IN,98786.91
758,The Matrix Martians,GB,98785.31
759,Zuwu,AQ,98780.16
760,bsp,BG,98771.44
761,uetlibytes,CH,98768.91
761,OU traders,IN,98768.91
761,wolfie,IN,98768.91
761,Quantlytics,IN,98768.91
761,The Sharpe Squad,FR,98768.91
761,Stefan Boulevard,MD,98768.91
761,Stonefeller,TR,98768.91
761,NothingToSay,AU,98768.91
761,Gump Squad,US,98768.91
761,overfit_and_pray,GB,98768.91
761,Quant Finance at UTokyo,JP,98768.91
761,Never Lucky,AU,98768.91
761,Stilpo Capital,AU,98768.91
762,Letsgo,US,98765.63
763,Goobers,GB,98761.22
764,TedJiangs_Disciples,US,98760
765,kab aaoge mere akhilesh,IN,98754.64
766,asamprosperity,US,98754.09
767,BreakFromValley,US,98751.91
768,PnP,AU,98749.69
769,XIREC ToTheMoon,DE,98746.08
770,SnackOverflow,IN,98744.3
771,orz,US,98742.56
772,FunkyGOD Labs,US,98741.67
773,rat_hunters,US,98741.31
774,Bhai,DE,98735.64
775,alphamaxxing,AU,98733.53
776,WETERR,US,98726.91
777,Uncle Pennybags,AU,98726.75
