placement,team_name,country_code,score
392,BazaarBull,US,196066.63
393,aww,CA,196050.38
394,Quanter,IN,196045.77
395,GremlinInc,IN,195988.64
396,Sugar and plum,IN,195976.62
397,DataBreakers,FR,195976.25
398,EshaanGupta,IN,195974.2
399,Bryce,AU,195966.53
400,deadlyhalo3021,GB,195955.95
401,AgentLab,CN,195952.69
402,unsw chuds,AU,195951.94
403,FAHHH,IN,195944.38
404,Rising Tide,IN,195936.17
405,SnackOverflow,IN,195934.63
406,Scarlet Quant,US,195928.29
407,3gold1blue,CA,195900.47
408,Suetta Technologies,ES,195886.33
409,Followers of Bayes,US,195853.91
410,VHP Capital,DE,195841.01
411,Cybernetic,NL,195828.32
412,Solo Julien,AU,195827.39
413,Curly Hair Gang,GB,195802.03
414,bun bo hue,AU,195788.37
415,Greek Gods,IN,195786.27
416,CU soon,KR,195776.03
417,Parallax 01,US,195741.75
418,Fantastic Fengshui,TH,195712.79
419,GOLowVol,GB,195706.51
420,creamers,IN,195705.97
421,Zlorp,NL,195688.04
422,IMC zebi,FR,195681.22
423,Velocipeak,US,195674.44
424,HCQS,GB,195673.24
425,Athena Systems,FR,195670.55
426,SIngularity,TW,195645.08
427,Noch Nicht Bankrott,CH,195641.3
428,psk,US,195634.31
429,Sharp,DE,195631.08
430,The MOGGERS,AU,195581.85
431,Taki,SE,195567.02
432,Greenhorn,AU,195560.08
433,Queen Marika,IN,195557.38
434,HighFlyers,NL,195548.19
435,ONE CARD FACE DOWN PLZ,US,195513.51
436,FinCur,FR,195511.98
437,DYY,US,195505.06
438,Four Quick Bisons,PL,195504.55
439,Vatos Locos,FR,195500.94
440,360swj,US,195499.11
441,goldmeteor,IN,195489.91
442,Quantumino,CH,195467.27
443,Pile-1,US,195407.32
444,Three Sigma Skibidi,KZ,195401.53
445,Wolf der Bahnhofstrasse,CH,195397.6
446,ma tujhe salaam,IN,195390.73
447,VALRiS,CH,195366
448,papa bunny,US,195363.69
449,DevilQuant A,US,195351.56
450,TMT TEAM,FR,195331.81
451,Jim Simons Enthusiasts,IT,195326.88
452,TradetotheTop,AU,195297.17
453,rare,US,195294.78
454,Black Pearl,US,195233.5
455,WolverineQuants,US,195222.24
456,ClaudeCode,CH,195204.97
457,wyw,CA,195203.69
458,Osiris,US,195154.37
459,3alpha,GB,195150
460,Prosperanders,US,195112.83
461,EgglesCake,IN,195112.39
462,Warriors of Mars,IN,195090.85
463,Romantic Rascals,IN,195089.19
464,Cosmic Corey Cult,NL,195065.46
465,2000ge3000,CN,195054.85
466,Lorien,US,195042.14
467,Stefan Boulevard,MD,195020.04
468,camel_case - ineligible,NL,195019.82
469,KineticTraders,IN,195015.82
470,workingtitle,GB,194998.05
471,trident,GB,194989.07
472,delta trading,US,194964.6
473,Batice,HR,194936.97
474,FrankfurtGammaGalaxy,DE,194906.57
475,Forgetful Functors,AU,194898.67
476,Backtest Baddies,US,194889.58
477,Cookies and Cream,DE,194874.04
478,The barn,FR,194839.06
479,Alex Team,GB,194834.33
480,Yale Penguin,US,194821.57
481,whhnbh,US,194815.27
482,AstoundingTexasHedgers,DE,194801.63
483,galactic_random_walk,US,194782.78
484,Gashoks Bocconi,IT,194777.92
485,OliviaBot,IN,194759.13
486,Lazarus Mission,CA,194752.19
487,Event Horizon,IN,194741.54
488,SigmaTraders,NL,194729.31
489,SAQ,GB,194726.84
490,ChipiChipi ChapaChapa,IN,194708.87
491,Nova Capital,US,194707.8
492,Euporia,US,194690.82
493,Kya Napoleon Nepali Tha,IN,194669.07
494,Qi E,US,194661.73
495,TSProsperity,FR,194653.44
496,Aiiiii,CN,194636.5
497,TJ,CN,194633.5
498,nun but net in ya hoop,US,194632.09
499,bobthebuilder,IN,194629.26
500,ThengaChutney,IN,194616.54
501,HOCK,IN,194601.16
502,San Ti Ren,EE,194562.04
503,Redbills,IN,194559.03
504,Head of Vol and Hybride,FR,194556.39
505,ExBks,CH,194551.72
506,Team Alpha,IN,194490.72
507,Almaty Lake Capital,HK,194476.94
508,chowefficient,US,194449.25
509,Paw Patrol,US,194444.91
510,TedJiangs_Disciples,US,194405.69
511,Osmanthus,US,194404.06
512,martial_scholar,IT,194397.03
513,pennyfisher,IN,194382.4
514,No Time For Caution,GB,194372.72
515,Sol Invictus,FR,194360.4
516,Sackcers,IN,194278.6
517,Karman,FR,194273.41
518,PLou,US,194266.28
519,Hyenas,IN,194241.88
520,Adjusted_Alpha,CN,194240.72
521,Leverage Legends,CH,194240.47
522,BuggsForge,IN,194218.92
523,StimulatedPlatypuses,US,194213
524,LetShine,HK,194195.76
525,Huldrych Zwingli,CH,194190.44
526,USS Enterprise,HK,194190.31
527,ShakeWeightAlpha,US,194185.53
528,ICT Concepts,AU,194175.33
529,no,AU,194136.38
530,Tech Mavericks,IN,194121.93
531,Redwood,US,194121.35
532,Vamos a la playa,NL,194119.46
533,OpenTrade,LV,194111.81
534,Jinmamak,US,194108.32
535,Dumbledore Army,IN,194107.69
536,Interstellar,GB,194091.68
537,Mahagathbandhan,IN,194088.92
538,Barong_XD,ID,194066.87
539,Scheme Theory,US,193995.85
540,AlphaXY,IN,193987.19
541,Four West,GB,193963.04
542,SSCZ alpha,US,193953.76
543,Quantum Monkey,IN,193952.44
544,Double-MasterTraders,IN,193952.25
545,Waterloo FTW,CA,193934.72
546,Quan t Hold Us,IT,193926
547,MIKUMIKUBEAM,US,193919.62
548,Ad astra per aspera,CA,193915.69
549,Seattle Spread Hawks,AU,193888.34
550,Sneaky,US,193864.94
551,Asymmetry Engine,DE,193863.64
552,Darwinian Alpha,GB,193840.86
553,Plumbers,RO,193796.44
554,the bum squad,AU,193791.58
555,Evil Corp,NL,193790.41
556,the_alphamakers,CN,193787.63
557,Precision Traders,IN,193758.66
558,Quantlytics,IN,193756.04
559,Alpha-BG Lovers,US,193749.5
560,Trader1729,IN,193748.2
561,Game Theorists,IN,193719.58
562,Insight Trader,IN,193711.91
563,Probably Overfitting,HK,193709.04
564,3betbluff,US,193697.24
565,Traders of the Lost Ark,IE,193694.41
566,Derivative Equity Inves,US,193668.52
567,Unhedged but Optimistic,NL,193651.44
568,Waterloo Courtsiders,CA,193647.69
569,Haaslers,US,193642.03
570,bugless,US,193630.57
571,Futbol Algebra,US,193629.06
572,Space Trekkers,IN,193626.71
573,OnlyMe,US,193622.44
574,Berkeley x Stanford,US,193582.57
575,Spice Lords,IN,193549.47
576,Greystone,US,193541.87
577,Licata Arbitrage,FR,193529.81
578,Point 3 Sigma,US,193512.91
579,spaceship,IN,193509.88
580,ProsperyTea,CH,193485.78
581,OG-Traders,DE,193466.35
582,LDUB Dasher,US,193454.28
583,Short Gamma Society,AU,193413.86
584,John Pork Trading,US,193391.73
585,enokela,NG,193348.54
586,BenTheBest,AU,193334.3
587,Apex1,US,193263.97
588,Bid ask sur ta baguette,FR,193232.44
589,Chai_Pe_Trading,IN,193214.75
590,Nautilus,AU,193196.82
591,yc_thirteen,US,193196.06
592,Just One More Tick,US,193193.68
593,DabloonDemolishers,IN,193185.84
594,VoidVipers,US,193178.16
595,FiveGoats,IN,193160.47
596,TradingMonkey,US,193159.16
597,BigBrains,IN,193152.91
598,Mammoth,US,193143.27
599,Les Deregleurs,FR,193101.44
600,Soloer,IN,193094.88
601,Grim Patrons,FR,193091.32
602,3Rice1Potato,CH,193051.78
603,FinnaTrade,US,193048.24
604,Navix,US,193047.31
605,six eyes,IN,193044.44
606,SuperVoids,SG,193040.92
607,pink fluffy dumplings,AU,193035.25
608,Quant Hill,FR,193017.13
609,Ragnarok7,RO,193002.74
610,Arbitrash,IN,192985.54
611,Aurianelathugmdr,FR,192961.29
612,Spiritus Trading,CA,192939.63
613,WFreakS,GB,192933.25
614,Drei Rauber Investments,GB,192931.52
615,Death Cross,IN,192922.56
616,BlackBox Crew,IN,192905.1
617,Trying_again,IN,192902.66
618,Outsiders,CH,192881.44
619,Winston Overwatch,US,192875.24
620,Red Kings,HK,192867.63
621,Vega,ES,192848.02
622,Yumpy,US,192839.57
623,Basic Unit Signal Team,US,192826.81
624,Mach7,US,192822.22
625,FSquant,DE,192812.89
626,Alphanaut Coders,IN,192812.75
627,BlackSwan,SG,192804.34
628,Litmus,IN,192781.29
629,Kerbonauts,CH,192779.53
630,pogi,IN,192754.56
631,asamprosperity,US,192744.09
632,moonshot67,DE,192738.32
633,Market Manipulators,AU,192731.25
634,Low_Cortisol,IN,192687.09
635,osf_dores,US,192642.88
636,Bankers,AU,192630.09
637,Clocksense Trading,IN,192597.13
638,Space Janitors,IN,192586.28
639,Fantastics,IN,192574.25
640,Jain Street,US,192541.69
641,BigMoneyStonks,AT,192527.13
642,gold diggers,IN,192526.15
643,Letsgo,US,192501.07
644,surelypained,US,192500.87
645,NULL,IN,192472.41
646,Tradineers,DE,192456.26
647,foodio,US,192434.66
648,Root2irrational,AU,192432.53
649,Longed BTC at 120K,AU,192428.69
650,rat_hunters,US,192425.94
651,html-specialists,US,192413.36
652,NullProfit,FR,192400.84
653,finquark,IN,192396.92
654,FlashTraders,IN,192395.25
655,kylemon,GB,192395.21
656,uf,US,192391.06
657,RugPullers,US,192350.99
658,all_in_on_black_n_gold,US,192348.44
659,Kirkified,US,192334.69
660,how did we get here,IN,192332.94
661,Prometheus,NL,192318.57
662,LXIX,US,192315.94
663,ASK,US,192290.34
664,V for Virginia,US,192274.77
665,AlphaAliens,IE,192262.75
666,Aurora,IN,192245.22
667,SEBI,IN,192218.25
668,Arthur y el resto,CL,192211.53
669,thehailmary,IN,192170.69
670,SIGMA_X,FR,192167.72
671,Quant Quasars,IN,192161.25
672,Scout_Regiment,US,192148.61
673,ENSAI,FR,192136.78
674,BabluDiloBor,IN,192113.82
675,ijustwokeupfromadream,US,192108.99
676,ez pros,IN,192048.19
677,waterloo1,CA,192024.94
678,maphack,SG,192012.95
679,Black Hole Arbitrage,US,192004.8
680,pubedu,US,191980.63
681,derMeisterallerKlassen,CH,191967.47
682,Koeribean Pirates,DE,191942.62
683,FMS,SG,191910.08
684,Dragon,US,191901.72
685,The War Room,US,191896.25
686,Moneypolists,IN,191827.78
687,c1,US,191822.13
688,Nebula,DE,191808.57
689,G00n Securities,US,191735.44
690,Space Crutraders,DE,191723.29
691,LoneAstronaut,HR,191704.1
692,DataAlgo,US,191687.63
693,rice munchers,US,191669.32
694,not_a_trader,CN,191655.1
695,Wolf of Bath Street,GB,191651.69
696,TEKEV67,AU,191645.37
697,AlgoWiz,IN,191638.26
698,Alphaalgo,IN,191628.3
699,Jolly Ranchers,US,191583.96
700,Expedition 67,IN,191547.28
701,Any Golfers,US,191545.44
702,aryan fan club,US,191529.88
703,SpaceQuants,US,191524.41
704,Algoveivaajat,FI,191523.36
705,Deep Space Alpha,US,191488.75
706,2990 Broadway Traders,US,191482.36
707,Hunter-Gatherers,US,191479.85
708,LondonDream,GB,191454.35
709,Gng,IN,191453.68
710,ChillTrading,PL,191435.68
711,Ziahngyab,CN,191421.06
712,Rogue,US,191417.29
713,FinWiz,IN,191409.97
714,godspeed17776,IN,191403.69
715,Satoru,US,191386.54
716,Waterlooo,CA,191383.12
717,nooner,IN,191354.59
718,WinstonSociety,SE,191346.82
719,AttnAlgo,IN,191335.32
720,aaaaaaawawaw,CA,191334.9
721,Risk-Seeking Investor,US,191310.72
722,MACDaddies,IN,191297.13
723,Galoisian,CH,191295.12
724,Astrocyte,AU,191295.1
725,Caustic Orbifold,PH,191292.79
726,NQ,US,191291.44
727,Lihai,AU,191265.71
728,Execution Executives,US,191240.12
729,ASW,US,191239.44
730,Frankfurt Atzen,DE,191233.6
731,Something_like_this,IN,191206.17
732,Outer Ridge Capital,GB,191204.37
733,larp larp sahuuur,US,191200.37
734,whales,US,191192.53
735,BrannerFC,US,191191.91
736,Sota,KR,191183.93
737,Bloppers,AU,191174.62
738,iambad,HK,191162.93
739,The Frogs,CA,191155.75
740,Real_Loafers,IN,191154.22
741,shanks,IN,191151.1
742,Buy Hi Sell Lo,US,191137.7
743,HalfnHalf,AU,191115.28
744,2sigmas,IN,191114.47
745,SBF,GB,191085.54
746,FTTP Rejects,GB,191085.13
747,DieAlone,IN,191079.91
748,Team_Fluid,IT,191076.03
749,IST Quant,PT,191050.75
750,MatchaClub,CH,191025.68
751,JunkBondZ,DE,190997.69
752,X Liquidity Providers,IT,190987.44
753,Garuda Trading,GB,190986.44
754,Last_Stand,IN,190986.09
755,Outsider Traders,US,190974.5
756,Ballrrr,US,190970.55
757,Peeli Matthi 555,IN,190960.32
758,Prime Force,IN,190954.59
759,daemons,IN,190930.16
760,ExMachina,NL,190920.59
761,High Friction Toes,PL,190911.72
762,Arkham,IN,190907
763,Doublecarr,US,190889.38
764,Vedwin,US,190870.59
765,Venera,US,190861.66
766,FTX Capital,FR,190855.15
767,Markov Gold Chains,DE,190836.38
768,caringbah quant traders,AU,190822.19
769,Degen Traders,SG,190811.75
770,LordsOfProsperity,IN,190792.06
771,Profit Prophets,US,190778.93
772,Polish Mountain,PL,190772.94
773,A_normal_legal_name,IN,190765.04
774,iluvcookie,AU,190731.06
775,Really Sharpe Shooters,AU,190722.1
776,Curatorium of Secrets,IN,190692.42
777,RealCityScape,DK,190688.69
778,GTJMD securities,AU,190676.36
779,Utopia,FR,190670.98
780,SaucyBeans12,GB,190640.07
781,4sigma,DE,190636.57
782,Murphys,DE,190611.98
783,Plutonium,US,190609.57
784,CosmicTea,DE,190607.55
785,Oracles of Delphi,US,190602.75
786,btrandom,IN,190587.34
787,Bourbachi,US,190583.41
788,Gentle Buzz,IN,190575.04
789,Babus Bots,US,190572.47
790,tax fraud,IN,190572.16
791,Dimitri Bianco Fan Club,NZ,190562.24
792,Achyuths warriors,IN,190553.5
793,Follow the Sun,NL,190532.29
794,HSCGC,GB,190502.59
795,TradeWiz7,IN,190472.6
796,6Billion,CN,190443.01
797,Solo Yolo Bolo,DE,190439.75
798,GotLucky,RO,190386.09
799,DAZZLE-_-TNT,US,190376.13
800,1113 Ducks,US,190369.38
801,StarHackers,IN,190367.32
802,AndrewsTeam,US,190358
803,Teamx_7,IN,190334.22
804,TeamQuant,AU,190304.13
805,crtrading,US,190281.82
806,ARC,US,190281.57
807,team ya,GB,190269.94
808,claypotrice,CA,190265.19
809,Black Star,IN,190260.06
810,BKC_StratX,IN,190258.82
811,Interplanetary Invasion,AU,190252.69
812,Taara,IN,190238.28
813,Space_Conquistadors,US,190219.7
814,The IMCredibles,US,190210.31
815,Python Pedagogues,NL,190179.69
816,South-East Office,UA,190158.86
817,Trikala,IN,190140.88
818,WLOG Winners,GB,190139.85
819,XCP,DE,190125.81
820,Defenders,IN,190122.94
